ASSERTION	AAEDAAECAwAAAAAAAIizQA==
RUN	mysimulations.Gatling30	gatling30	1670493604221	Gatling Execution	3.6.1
USER	BlazeHomePage	START	1670493606582
REQUEST	Homepage_tx	Homepage_request	1670493606645	1670493607294	OK	 
REQUEST	Homepage_tx	bootstrap.min.js	1670493607668	1670493607972	OK	 
REQUEST	Homepage_tx	jquery.min.js	1670493607437	1670493608052	OK	 
REQUEST	Homepage_tx	bootstrap-table.css	1670493607671	1670493608057	OK	 
REQUEST	Homepage_tx	bootstrap-table.js	1670493607669	1670493608081	OK	 
REQUEST	Homepage_tx	bootstrap.min.css	1670493607670	1670493608641	OK	 
GROUP	Homepage_tx	1670493606589	1670493608666	1887	OK
REQUEST	FindFlight_tx	FindFlightRequest	1670493613677	1670493614069	OK	 
REQUEST	FindFlight_tx	bootstrap.min.css	1670493614121	1670493614387	OK	 
REQUEST	FindFlight_tx	bootstrap-table.js	1670493614121	1670493614392	OK	 
REQUEST	FindFlight_tx	bootstrap-table.css	1670493614122	1670493614394	OK	 
REQUEST	FindFlight_tx	bootstrap.min.js	1670493614120	1670493614398	OK	 
GROUP	FindFlight_tx	1670493613672	1670493614400	673	OK
REQUEST	SelectFlight_tx	SelectFlight_request	1670493619405	1670493619749	OK	 
REQUEST	SelectFlight_tx	bootstrap-table.css	1670493619756	1670493620006	OK	 
REQUEST	SelectFlight_tx	bootstrap.min.js	1670493619754	1670493620026	OK	 
REQUEST	SelectFlight_tx	bootstrap-table.js	1670493619754	1670493620028	OK	 
REQUEST	SelectFlight_tx	bootstrap.min.css	1670493619755	1670493620029	OK	 
GROUP	SelectFlight_tx	1670493619402	1670493620030	621	OK
USER	BlazeHomePage	START	1670493620583
REQUEST	Homepage_tx	Homepage_request	1670493620583	1670493621225	OK	 
REQUEST	Homepage_tx	bootstrap.min.js	1670493621229	1670493621542	OK	 
REQUEST	Homepage_tx	jquery.min.js	1670493621229	1670493621615	OK	 
REQUEST	Homepage_tx	bootstrap-table.js	1670493621230	1670493621643	OK	 
REQUEST	Homepage_tx	bootstrap-table.css	1670493621231	1670493621870	OK	 
REQUEST	Homepage_tx	bootstrap.min.css	1670493621231	1670493622199	OK	 
GROUP	Homepage_tx	1670493620583	1670493622209	1622	OK
REQUEST	FindFlight_tx	FindFlightRequest	1670493627213	1670493627626	OK	 
REQUEST	FindFlight_tx	bootstrap.min.css	1670493627634	1670493627888	OK	 
REQUEST	FindFlight_tx	bootstrap-table.js	1670493627633	1670493627895	OK	 
REQUEST	FindFlight_tx	bootstrap-table.css	1670493627634	1670493627900	OK	 
REQUEST	FindFlight_tx	bootstrap.min.js	1670493627632	1670493627910	OK	 
GROUP	FindFlight_tx	1670493627212	1670493627912	693	OK
REQUEST	SelectFlight_tx	SelectFlight_request	1670493632929	1670493633292	OK	 
REQUEST	SelectFlight_tx	bootstrap.min.js	1670493633300	1670493633568	OK	 
REQUEST	SelectFlight_tx	bootstrap-table.js	1670493633302	1670493633569	OK	 
REQUEST	SelectFlight_tx	bootstrap.min.css	1670493633303	1670493633571	OK	 
REQUEST	SelectFlight_tx	bootstrap-table.css	1670493633304	1670493633577	OK	 
