ASSERTION	AAEDAAECAwAAAAAAAIizQA==
RUN	mysimulations.Gatling30	gatling30	1670498646299	Gatling Execution	3.6.1
USER	BlazeHomePage	START	1670498648680
REQUEST	Homepage_tx	Homepage_request	1670498648719	1670498649635	OK	 
REQUEST	Homepage_tx	jquery.min.js	1670498649736	1670498650106	OK	 
REQUEST	Homepage_tx	bootstrap.min.js	1670498650003	1670498650327	OK	 
REQUEST	Homepage_tx	bootstrap-table.js	1670498650005	1670498650648	OK	 
REQUEST	Homepage_tx	bootstrap-table.css	1670498650006	1670498650676	OK	 
REQUEST	Homepage_tx	bootstrap.min.css	1670498650006	1670498651265	OK	 
GROUP	Homepage_tx	1670498648684	1670498651292	2475	OK
USER	BlazeHomePage	START	1670498654687
REQUEST	Homepage_tx	Homepage_request	1670498654687	1670498655126	OK	 
REQUEST	Homepage_tx	jquery.min.js	1670498655131	1670498655212	OK	 
REQUEST	Homepage_tx	bootstrap.min.js	1670498655131	1670498655470	OK	 
REQUEST	Homepage_tx	bootstrap.min.css	1670498655133	1670498655868	OK	 
REQUEST	Homepage_tx	bootstrap-table.js	1670498655132	1670498655918	OK	 
REQUEST	Homepage_tx	bootstrap-table.css	1670498655133	1670498656587	OK	 
GROUP	Homepage_tx	1670498654687	1670498656588	1896	OK
REQUEST	FindFlight_tx	FindFlightRequest	1670498656300	1670498656685	OK	 
REQUEST	FindFlight_tx	bootstrap.min.js	1670498656719	1670498656985	OK	 
REQUEST	FindFlight_tx	bootstrap-table.css	1670498656721	1670498656988	OK	 
REQUEST	FindFlight_tx	bootstrap.min.css	1670498656721	1670498657007	OK	 
REQUEST	FindFlight_tx	bootstrap-table.js	1670498656720	1670498657027	OK	 
GROUP	FindFlight_tx	1670498656294	1670498657029	695	OK
USER	BlazeHomePage	START	1670498661684
REQUEST	FindFlight_tx	FindFlightRequest	1670498661590	1670498661965	OK	 
REQUEST	Homepage_tx	Homepage_request	1670498661684	1670498662197	OK	 
REQUEST	FindFlight_tx	bootstrap.min.css	1670498661973	1670498662250	OK	 
REQUEST	FindFlight_tx	bootstrap-table.css	1670498661974	1670498662251	OK	 
REQUEST	FindFlight_tx	bootstrap-table.js	1670498661973	1670498662252	OK	 
REQUEST	FindFlight_tx	bootstrap.min.js	1670498661972	1670498662254	OK	 
GROUP	FindFlight_tx	1670498661590	1670498662255	658	OK
REQUEST	Homepage_tx	jquery.min.js	1670498662200	1670498662291	OK	 
REQUEST	SelectFlight_tx	SelectFlight_request	1670498662032	1670498662428	OK	 
REQUEST	Homepage_tx	bootstrap.min.js	1670498662201	1670498662582	OK	 
REQUEST	Homepage_tx	bootstrap-table.js	1670498662202	1670498662651	OK	 
REQUEST	SelectFlight_tx	bootstrap-table.js	1670498662433	1670498662708	OK	 
REQUEST	SelectFlight_tx	bootstrap.min.js	1670498662433	1670498662710	OK	 
REQUEST	SelectFlight_tx	bootstrap-table.css	1670498662434	1670498662713	OK	 
REQUEST	SelectFlight_tx	bootstrap.min.css	1670498662434	1670498662714	OK	 
GROUP	SelectFlight_tx	1670498662031	1670498662715	679	OK
REQUEST	Homepage_tx	bootstrap.min.css	1670498662202	1670498662790	OK	 
REQUEST	Homepage_tx	bootstrap-table.css	1670498662203	1670498662865	OK	 
GROUP	Homepage_tx	1670498661684	1670498662866	1179	OK
USER	BlazeHomePage	START	1670498667676
REQUEST	SelectFlight_tx	SelectFlight_request	1670498667257	1670498667684	OK	 
REQUEST	SelectFlight_tx	bootstrap-table.css	1670498667689	1670498667950	OK	 
REQUEST	SelectFlight_tx	bootstrap.min.css	1670498667689	1670498667956	OK	 
REQUEST	SelectFlight_tx	bootstrap-table.js	1670498667689	1670498667958	OK	 
REQUEST	SelectFlight_tx	bootstrap.min.js	1670498667688	1670498667966	OK	 
GROUP	SelectFlight_tx	1670498667256	1670498667967	706	OK
REQUEST	Homepage_tx	Homepage_request	1670498667677	1670498668107	OK	 
REQUEST	Homepage_tx	jquery.min.js	1670498668112	1670498668199	OK	 
REQUEST	FindFlight_tx	FindFlightRequest	1670498667868	1670498668232	OK	 
REQUEST	Homepage_tx	bootstrap.min.js	1670498668113	1670498668479	OK	 
REQUEST	FindFlight_tx	bootstrap-table.css	1670498668240	1670498668505	OK	 
REQUEST	FindFlight_tx	bootstrap.min.js	1670498668238	1670498668507	OK	 
REQUEST	FindFlight_tx	bootstrap-table.js	1670498668239	1670498668509	OK	 
REQUEST	FindFlight_tx	bootstrap.min.css	1670498668239	1670498668511	OK	 
GROUP	FindFlight_tx	1670498667868	1670498668515	641	OK
REQUEST	Homepage_tx	bootstrap-table.css	1670498668114	1670498668810	OK	 
REQUEST	Homepage_tx	bootstrap-table.js	1670498668113	1670498668829	OK	 
REQUEST	Homepage_tx	bootstrap.min.css	1670498668114	1670498669031	OK	 
GROUP	Homepage_tx	1670498667676	1670498669049	1366	OK
REQUEST	SelectFlight_tx	SelectFlight_request	1670498673517	1670498674193	OK	 
REQUEST	SelectFlight_tx	bootstrap-table.css	1670498674214	1670498674473	OK	 
REQUEST	SelectFlight_tx	bootstrap.min.js	1670498674207	1670498674476	OK	 
REQUEST	FindFlight_tx	FindFlightRequest	1670498674050	1670498674472	OK	 
REQUEST	SelectFlight_tx	bootstrap-table.js	1670498674209	1670498674484	OK	 
REQUEST	SelectFlight_tx	bootstrap.min.css	1670498674210	1670498674487	OK	 
GROUP	SelectFlight_tx	1670498673517	1670498674489	959	OK
USER	BlazeHomePage	START	1670498674686
REQUEST	FindFlight_tx	bootstrap-table.js	1670498674496	1670498674758	OK	 
REQUEST	FindFlight_tx	bootstrap.min.css	1670498674497	1670498674762	OK	 
REQUEST	FindFlight_tx	bootstrap.min.js	1670498674494	1670498674769	OK	 
REQUEST	FindFlight_tx	bootstrap-table.css	1670498674498	1670498674789	OK	 
GROUP	FindFlight_tx	1670498674050	1670498674792	719	OK
REQUEST	Homepage_tx	Homepage_request	1670498674686	1670498675230	OK	 
REQUEST	Homepage_tx	jquery.min.js	1670498675236	1670498675308	OK	 
REQUEST	Homepage_tx	bootstrap.min.js	1670498675236	1670498675546	OK	 
REQUEST	Homepage_tx	bootstrap-table.css	1670498675239	1670498675933	OK	 
REQUEST	Homepage_tx	bootstrap-table.js	1670498675237	1670498675967	OK	 
REQUEST	Homepage_tx	bootstrap.min.css	1670498675238	1670498676233	OK	 
GROUP	Homepage_tx	1670498674686	1670498676251	1559	OK
REQUEST	SelectFlight_tx	SelectFlight_request	1670498679793	1670498680628	OK	 
REQUEST	SelectFlight_tx	bootstrap.min.js	1670498680632	1670498680911	OK	 
REQUEST	SelectFlight_tx	bootstrap-table.js	1670498680632	1670498680926	OK	 
