RUN	mysimulations.Gatling25	gatling25	1670482257517	Gatling Execution	3.6.1
USER	BlazeHomePage	START	1670482259415
USER	BlazeHomePage	START	1670482259415
USER	BlazeHomePage	START	1670482259415
USER	BlazeHomePage	START	1670482259415
USER	BlazeHomePage	START	1670482259415
REQUEST	Homepage_tx	Homepage_request	1670482259486	1670482260072	OK	 
REQUEST	Homepage_tx	Homepage_request	1670482259486	1670482260084	OK	 
REQUEST	Homepage_tx	Homepage_request	1670482259486	1670482260109	OK	 
REQUEST	Homepage_tx	Homepage_request	1670482259486	1670482260139	OK	 
REQUEST	Homepage_tx	Homepage_request	1670482259486	1670482260311	OK	 
REQUEST	Homepage_tx	bootstrap.min.js	1670482260278	1670482260601	OK	 
REQUEST	Homepage_tx	bootstrap.min.js	1670482260266	1670482260601	OK	 
REQUEST	Homepage_tx	bootstrap.min.js	1670482260269	1670482260649	OK	 
REQUEST	Homepage_tx	bootstrap.min.js	1670482260321	1670482260721	OK	 
REQUEST	Homepage_tx	jquery.min.js	1670482260264	1670482260733	OK	 
REQUEST	Homepage_tx	bootstrap.min.js	1670482260266	1670482260739	OK	 
REQUEST	Homepage_tx	jquery.min.js	1670482260264	1670482260744	OK	 
REQUEST	Homepage_tx	jquery.min.js	1670482260264	1670482260750	OK	 
REQUEST	Homepage_tx	bootstrap-table.css	1670482260281	1670482260762	OK	 
REQUEST	Homepage_tx	bootstrap-table.css	1670482260273	1670482260782	OK	 
REQUEST	Homepage_tx	bootstrap-table.css	1670482260289	1670482260794	OK	 
REQUEST	Homepage_tx	bootstrap-table.css	1670482260327	1670482260802	OK	 
REQUEST	Homepage_tx	bootstrap-table.css	1670482260278	1670482260811	OK	 
REQUEST	Homepage_tx	bootstrap-table.js	1670482260272	1670482260816	OK	 
REQUEST	Homepage_tx	bootstrap-table.js	1670482260280	1670482260844	OK	 
REQUEST	Homepage_tx	bootstrap-table.js	1670482260275	1670482260858	OK	 
REQUEST	Homepage_tx	bootstrap-table.js	1670482260323	1670482260912	OK	 
REQUEST	Homepage_tx	bootstrap-table.js	1670482260267	1670482261016	OK	 
REQUEST	Homepage_tx	jquery.min.js	1670482260266	1670482261032	OK	 
REQUEST	Homepage_tx	bootstrap.min.css	1670482260325	1670482261111	OK	 
REQUEST	Homepage_tx	bootstrap.min.css	1670482260282	1670482261112	OK	 
GROUP	Homepage_tx	1670482259420	1670482261131	1471	OK
REQUEST	Homepage_tx	bootstrap.min.css	1670482260273	1670482261502	OK	 
GROUP	Homepage_tx	1670482259420	1670482261506	1883	OK
REQUEST	Homepage_tx	bootstrap.min.css	1670482260270	1670482261640	OK	 
GROUP	Homepage_tx	1670482259420	1670482261642	1994	OK
REQUEST	Homepage_tx	jquery.min.js	1670482260319	1670482261782	OK	 
GROUP	Homepage_tx	1670482259420	1670482261785	2292	OK
REQUEST	Homepage_tx	bootstrap.min.css	1670482260278	1670482262139	OK	 
GROUP	Homepage_tx	1670482259420	1670482262141	2548	OK
REQUEST	FindFlight_tx	FindFlightRequest	1670482266144	1670482266552	OK	 
REQUEST	FindFlight_tx	bootstrap.min.js	1670482266595	1670482266846	OK	 
REQUEST	FindFlight_tx	bootstrap.min.css	1670482266597	1670482266851	OK	 
REQUEST	FindFlight_tx	bootstrap-table.css	1670482266598	1670482266859	OK	 
REQUEST	FindFlight_tx	bootstrap-table.js	1670482266596	1670482266867	OK	 
GROUP	FindFlight_tx	1670482266140	1670482266867	681	OK
REQUEST	FindFlight_tx	FindFlightRequest	1670482266514	1670482266906	OK	 
REQUEST	FindFlight_tx	FindFlightRequest	1670482266654	1670482267137	OK	 
REQUEST	FindFlight_tx	FindFlightRequest	1670482266796	1670482267151	OK	 
REQUEST	FindFlight_tx	bootstrap-table.css	1670482266923	1670482267175	OK	 
REQUEST	FindFlight_tx	bootstrap-table.js	1670482266918	1670482267184	OK	 
REQUEST	FindFlight_tx	bootstrap.min.css	1670482266921	1670482267186	OK	 
REQUEST	FindFlight_tx	bootstrap.min.js	1670482266917	1670482267192	OK	 
GROUP	FindFlight_tx	1670482266513	1670482267193	669	OK
REQUEST	FindFlight_tx	bootstrap-table.js	1670482267149	1670482267407	OK	 
REQUEST	FindFlight_tx	bootstrap-table.css	1670482267152	1670482267414	OK	 
REQUEST	FindFlight_tx	bootstrap.min.js	1670482267148	1670482267417	OK	 
REQUEST	FindFlight_tx	bootstrap.min.css	1670482267151	1670482267427	OK	 
GROUP	FindFlight_tx	1670482266653	1670482267428	764	OK
REQUEST	FindFlight_tx	bootstrap-table.js	1670482267162	1670482267442	OK	 
REQUEST	FindFlight_tx	bootstrap.min.js	1670482267160	1670482267447	OK	 
REQUEST	FindFlight_tx	bootstrap.min.css	1670482267162	1670482267448	OK	 
REQUEST	FindFlight_tx	FindFlightRequest	1670482267159	1670482267524	OK	 
REQUEST	FindFlight_tx	bootstrap-table.css	1670482267163	1670482267559	OK	 
GROUP	FindFlight_tx	1670482266794	1670482267559	754	OK
REQUEST	FindFlight_tx	bootstrap.min.js	1670482267534	1670482267786	OK	 
REQUEST	FindFlight_tx	bootstrap-table.js	1670482267535	1670482267791	OK	 
REQUEST	FindFlight_tx	bootstrap-table.css	1670482267538	1670482267807	OK	 
REQUEST	FindFlight_tx	bootstrap.min.css	1670482267537	1670482267809	OK	 
GROUP	FindFlight_tx	1670482267158	1670482267811	643	OK
REQUEST	selectFlight_tx	SelectFlight_request	1670482271877	1670482272408	OK	 
REQUEST	selectFlight_tx	SelectFlight_request	1670482272203	1670482272578	OK	 
REQUEST	selectFlight_tx	bootstrap.min.css	1670482272416	1670482272667	OK	 
REQUEST	selectFlight_tx	bootstrap-table.css	1670482272417	1670482272688	OK	 
REQUEST	selectFlight_tx	bootstrap.min.js	1670482272413	1670482272689	OK	 
REQUEST	selectFlight_tx	bootstrap-table.js	1670482272414	1670482272706	OK	 
GROUP	selectFlight_tx	1670482271876	1670482272708	827	OK
REQUEST	selectFlight_tx	SelectFlight_request	1670482272436	1670482272828	OK	 
REQUEST	selectFlight_tx	bootstrap-table.js	1670482272581	1670482272839	OK	 
REQUEST	selectFlight_tx	bootstrap-table.css	1670482272582	1670482272846	OK	 
REQUEST	selectFlight_tx	bootstrap.min.css	1670482272582	1670482272846	OK	 
REQUEST	selectFlight_tx	bootstrap.min.js	1670482272580	1670482272866	OK	 
GROUP	selectFlight_tx	1670482272203	1670482272866	661	OK
REQUEST	selectFlight_tx	SelectFlight_request	1670482272561	1670482273010	OK	 
REQUEST	selectFlight_tx	bootstrap-table.css	1670482272834	1670482273086	OK	 
REQUEST	selectFlight_tx	bootstrap.min.css	1670482272834	1670482273092	OK	 
