RUN	mysimulations.Gatling25	gatling25	1670481377032	Gatling Execution	3.6.1
GROUP	selectFlight_tx	1670481391320	1670481392030	707	OK
REQUEST	selectFlight_tx	bootstrap.min.js	1670481391992	1670481392267	OK	 
REQUEST	selectFlight_tx	bootstrap-table.js	1670481391992	1670481392268	OK	 
REQUEST	selectFlight_tx	bootstrap.min.css	1670481391993	1670481392269	OK	 
REQUEST	selectFlight_tx	bootstrap-table.css	1670481391995	1670481392270	OK	 
GROUP	selectFlight_tx	1670481391618	1670481392271	650	OK
REQUEST	selectFlight_tx	SelectFlight_request	1670481391059	1670481392366	OK	 
REQUEST	selectFlight_tx	SelectFlight_request	1670481392039	1670481392390	OK	 
REQUEST	selectFlight_tx	bootstrap-table.js	1670481392394	1670481392650	OK	 
REQUEST	selectFlight_tx	bootstrap-table.css	1670481392372	1670481392650	OK	 
REQUEST	selectFlight_tx	bootstrap.min.js	1670481392393	1670481392651	OK	 
REQUEST	selectFlight_tx	bootstrap.min.js	1670481392370	1670481392651	OK	 
REQUEST	selectFlight_tx	bootstrap.min.css	1670481392371	1670481392651	OK	 
REQUEST	selectFlight_tx	bootstrap-table.js	1670481392371	1670481392652	OK	 
GROUP	selectFlight_tx	1670481391056	1670481392652	1589	OK
REQUEST	selectFlight_tx	bootstrap.min.css	1670481392395	1670481392668	OK	 
REQUEST	selectFlight_tx	bootstrap-table.css	1670481392396	1670481392675	OK	 
GROUP	selectFlight_tx	1670481392038	1670481392675	633	OK
REQUEST	purchaseTicket_tx	purchaseTicket_request	1670481396969	1670481397340	OK	 
REQUEST	purchaseTicket_tx	purchaseTicket_request	1670481397044	1670481397449	OK	 
REQUEST	purchaseTicket_tx	bootstrap-table.css	1670481397383	1670481397649	OK	 
REQUEST	purchaseTicket_tx	bootstrap.min.css	1670481397382	1670481397650	OK	 
REQUEST	purchaseTicket_tx	bootstrap-table.js	1670481397381	1670481397651	OK	 
REQUEST	purchaseTicket_tx	bootstrap.min.js	1670481397380	1670481397653	OK	 
GROUP	purchaseTicket_tx	1670481396964	1670481397653	645	OK
USER	BlazeHomePage	END	1670481397661
REQUEST	purchaseTicket_tx	purchaseTicket_request	1670481397276	1670481397674	OK	 
REQUEST	purchaseTicket_tx	bootstrap.min.js	1670481397454	1670481397711	OK	 
REQUEST	purchaseTicket_tx	bootstrap-table.js	1670481397456	1670481397728	OK	 
REQUEST	purchaseTicket_tx	bootstrap.min.css	1670481397457	1670481397730	OK	 
REQUEST	purchaseTicket_tx	bootstrap-table.css	1670481397458	1670481397731	OK	 
GROUP	purchaseTicket_tx	1670481397043	1670481397731	683	OK
USER	BlazeHomePage	END	1670481397734
REQUEST	purchaseTicket_tx	bootstrap-table.js	1670481397678	1670481397944	OK	 
REQUEST	purchaseTicket_tx	bootstrap-table.css	1670481397680	1670481397947	OK	 
REQUEST	purchaseTicket_tx	bootstrap.min.css	1670481397679	1670481397954	OK	 
REQUEST	purchaseTicket_tx	bootstrap.min.js	1670481397677	1670481397957	OK	 
GROUP	purchaseTicket_tx	1670481397275	1670481397960	680	OK
USER	BlazeHomePage	END	1670481397966
REQUEST	purchaseTicket_tx	purchaseTicket_request	1670481397679	1670481398029	OK	 
REQUEST	purchaseTicket_tx	purchaseTicket_request	1670481397664	1670481398124	OK	 
REQUEST	purchaseTicket_tx	bootstrap-table.js	1670481398034	1670481398294	OK	 
REQUEST	purchaseTicket_tx	bootstrap.min.js	1670481398033	1670481398294	OK	 
REQUEST	purchaseTicket_tx	bootstrap-table.css	1670481398037	1670481398317	OK	 
REQUEST	purchaseTicket_tx	bootstrap.min.css	1670481398035	1670481398319	OK	 
GROUP	purchaseTicket_tx	1670481397678	1670481398320	638	OK
USER	BlazeHomePage	END	1670481398323
REQUEST	purchaseTicket_tx	bootstrap-table.css	1670481398133	1670481398396	OK	 
REQUEST	purchaseTicket_tx	bootstrap.min.css	1670481398132	1670481398398	OK	 
REQUEST	purchaseTicket_tx	bootstrap-table.js	1670481398132	1670481398408	OK	 
REQUEST	purchaseTicket_tx	bootstrap.min.js	1670481398131	1670481398409	OK	 
GROUP	purchaseTicket_tx	1670481397663	1670481398410	740	OK
USER	BlazeHomePage	END	1670481398413
